Step	Loss	MSE	Entropy
80	5.109456539154053	0.0021918495185673237	10.073554992675781
81	4.1240410804748535	0.001931454287841916	2.196755886077881
82	3.4901986122131348	0.0017516050720587373	-2.832136631011963
83	3.17848801612854	0.0016452677082270384	-4.5578765869140625
84	3.108779191970825	0.0015948375221341848	-3.361225128173828
85	3.179119348526001	0.0015783444978296757	-0.18651621043682098
86	3.2981483936309814	0.0015759468078613281	3.7759265899658203
87	3.4037911891937256	0.0015737083740532398	7.375043869018555
88	3.4636735916137695	0.00156392774078995	9.704254150390625
89	3.4643054008483887	0.0015432911459356546	10.221498489379883
90	3.3998863697052	0.0015107414219528437	8.799979209899902
91	3.2678656578063965	0.0014663615729659796	5.71905517578125
92	3.071568012237549	0.0014114234363660216	1.5914859771728516
93	2.824549913406372	0.0013488426338881254	-2.773226499557495
94	2.5507009029388428	0.0012831096537411213	-6.546229839324951
95	2.278338670730591	0.0012193757575005293	-9.058820724487305
96	2.0315921306610107	0.001162146683782339	-9.93956184387207
97	1.8245823383331299	0.0011143669253215194	-9.182438850402832
98	1.661339521408081	0.0010773114627227187	-7.133498191833496
99	1.5398625135421753	0.001051039551384747	-4.399293899536133
100	1.4560426473617554	0.0010347956558689475	-1.696547269821167
101	1.4044724702835083	0.0010269884951412678	0.32463356852531433
102	1.3769193887710571	0.0010249658953398466	1.2438631057739258
103	1.3617814779281616	0.0010251580970361829	0.9779688119888306
104	1.346712350845337	0.0010238919639959931	-0.20370793342590332
105	1.3230568170547485	0.0010185129940509796	-1.7701085805892944
106	1.2885184288024902	0.0010080852080136538	-3.102027416229248
107	1.2459651231765747	0.000993225141428411	-3.6878061294555664
108	1.1998540163040161	0.0009753297781571746	-3.273327350616455
109	1.1534900665283203	0.0009558192105032504	-1.9201990365982056
110	1.108797311782837	0.0009358072420582175	0.035845547914505005
111	1.0675336122512817	0.0009161245543509722	2.102449417114258
112	1.0318750143051147	0.0008973852382041514	3.7800443172454834
113	1.0035725831985474	0.0008799348725005984	4.699340343475342
114	0.9826909303665161	0.0008637813734821975	4.710986614227295
115	0.9674041271209717	0.0008486748556606472	3.9077272415161133
116	0.955136775970459	0.0008343504159711301	2.5792410373687744
117	0.9440026879310608	0.0008207503124140203	1.1157383918762207
118	0.933356761932373	0.0008080602856352925	-0.10745600610971451
119	0.9232649207115173	0.0007965584518387914	-0.8290823101997375
120	0.9136936664581299	0.0007864313665777445	-0.9589778780937195
121	0.9042485952377319	0.0007777060964144766	-0.582384467124939
122	0.894548773765564	0.0007703081355430186	0.08304109424352646
123	0.8846637010574341	0.0007641431875526905	0.7604308724403381
124	0.8750688433647156	0.0007591100875288248	1.1955876350402832
125	0.866165816783905	0.000755046377889812	1.22663414478302
126	0.85787433385849	0.0007516901241615415	0.8239831328392029
127	0.8496689796447754	0.000748719903640449	0.09160657972097397
128	0.8410072326660156	0.0007458549225702882	-0.7702802419662476
129	0.8316819071769714	0.0007429374381899834	-1.528821587562561
130	0.8218278288841248	0.0007399400928989053	-1.9889404773712158
131	0.8116632103919983	0.0007369086961261928	-2.0490381717681885
132	0.8013051152229309	0.0007338994764722884	-1.7253161668777466
133	0.7908463478088379	0.0007309477077797055	-1.1399292945861816
134	0.7805246710777283	0.0007280611316673458	-0.4781329929828644
135	0.7707436680793762	0.0007252094801515341	0.07045275717973709
136	0.7618903517723083	0.0007223055581562221	0.3683953285217285
137	0.7541038393974304	0.0007192045450210571	0.36808037757873535
138	0.7472420334815979	0.0007157414802350104	0.11929106712341309
139	0.7410197854042053	0.0007117941277101636	-0.253827840089798
140	0.7351765036582947	0.000707328028511256	-0.5978783965110779
141	0.7295165061950684	0.0007023948128335178	-0.7822303771972656
142	0.7238456606864929	0.0006970938411541283	-0.7389813661575317
143	0.7179539203643799	0.0006915281992405653	-0.48065775632858276
144	0.7116815447807312	0.0006857806583866477	-0.0897626280784607
145	0.7050138711929321	0.0006799090187996626	0.3129129111766815
146	0.698084831237793	0.0006739467498846352	0.6096718907356262
147	0.6910929679870605	0.0006679064827039838	0.7239964604377747
148	0.6841985583305359	0.0006617891485802829	0.6416457891464233
149	0.677493691444397	0.0006556036532856524	0.41097724437713623
150	0.6710323095321655	0.000649385794531554	0.12214793264865875
151	0.6648529767990112	0.000643201288767159	-0.12528124451637268
152	0.6589637994766235	0.0006371309864334762	-0.2558024823665619
153	0.6533089280128479	0.0006312460754998028	-0.24046103656291962
154	0.6477808356285095	0.0006255900370888412	-0.10202333331108093
155	0.6422672867774963	0.0006201738142408431	0.0969274714589119
156	0.6366960406303406	0.0006149804103188217	0.27853143215179443
157	0.6310463547706604	0.0006099735619500279	0.37729132175445557
158	0.6253243684768677	0.0006051083910278976	0.360810250043869
159	0.6195428371429443	0.0006003431626595557	0.23872117698192596
160	0.6137275099754333	0.000595653138589114	0.055780548602342606
161	0.6079250574111938	0.0005910362233407795	-0.12596729397773743
162	0.6021910309791565	0.0005865093553438783	-0.24978631734848022
163	0.5965679287910461	0.000582096166908741	-0.28310835361480713
164	0.5910720229148865	0.0005778130143880844	-0.22654560208320618
165	0.585692822933197	0.000573660247027874	-0.11109288036823273
166	0.5804153680801392	0.0005696204607374966	0.015351389534771442
167	0.5752217173576355	0.0005656614084728062	0.10609094053506851
168	0.5700947642326355	0.0005617430433630943	0.1318085938692093
169	0.565014123916626	0.0005578259588219225	0.08950277417898178
170	0.5599587559700012	0.000553881807718426	0.001167487120255828
171	0.5549203753471375	0.0005498995305970311	-0.09565459936857224
172	0.5499010682106018	0.0005458856467157602	-0.16329827904701233
173	0.5449104905128479	0.000541858549695462	-0.17710649967193604
174	0.5399562120437622	0.0005378396017476916	-0.13369134068489075
175	0.5350415706634521	0.0005338460323400795	-0.05032999813556671
176	0.5301699042320251	0.0005298869800753891	0.042588647454977036
177	0.5253462195396423	0.0005259629688225687	0.11355274170637131
178	0.5205712914466858	0.0005220688763074577	0.14146611094474792
179	0.5158422589302063	0.0005181984161026776	0.12215407192707062
180	0.5111550092697144	0.0005143495509400964	0.06873933225870132
181	0.5065046548843384	0.0005105274030938745	0.004974180832505226
182	0.5018905997276306	0.0005067444872111082	-0.04437314718961716
183	0.4973122477531433	0.0005030171596445143	-0.06277355551719666
184	0.49277204275131226	0.0004993606125935912	-0.04745946452021599
185	0.4882676899433136	0.0004957852652296424	-0.009164576418697834
186	0.4838009774684906	0.0004922939115203917	0.03293326497077942
187	0.47937288880348206	0.0004888824187219143	0.059577200561761856
188	0.4749853014945984	0.00048554159002378583	0.058607324957847595
189	0.4706372320652008	0.0004822600749321282	0.02930336445569992
190	0.46632757782936096	0.0004790286475326866	-0.01805933006107807
191	0.46205464005470276	0.0004758412833325565	-0.06711792945861816
192	0.45781847834587097	0.0004726963525172323	-0.10193126648664474
193	0.4536198079586029	0.0004695940588135272	-0.11272560060024261
194	0.4494575262069702	0.0004665347223635763	-0.09960590302944183
195	0.44533151388168335	0.0004635159857571125	-0.07117612659931183
196	0.4412432014942169	0.00046053246478550136	-0.040752112865448
197	0.43719273805618286	0.00045757589396089315	-0.02041979692876339
198	0.43317991495132446	0.0004546369891613722	-0.01675775833427906
199	0.42920464277267456	0.0004517079214565456	-0.028477981686592102
200	0.42526674270629883	0.0004487837722990662	-0.04787848889827728
201	0.4213651120662689	0.0004458641051314771	-0.06439022719860077
202	0.4174988865852356	0.0004429515975061804	-0.06933338940143585
203	0.4136680066585541	0.0004400512552820146	-0.05928301438689232
204	0.409871369600296	0.00043716770596802235	-0.037130847573280334
205	0.4061084985733032	0.0004343043838161975	-0.010544981807470322
206	0.40237894654273987	0.0004314628604333848	0.011553093791007996
207	0.39868393540382385	0.0004286431649234146	0.02226720005273819
208	0.39502355456352234	0.00042584509355947375	0.01993347704410553
209	0.39139777421951294	0.00042306934483349323	0.007609707303345203
210	0.3878060281276703	0.00042031798511743546	-0.008042775094509125
211	0.3842494487762451	0.0004175947105977684	-0.01999712735414505
212	0.3807273209095001	0.0004149041196797043	-0.023838328197598457
213	0.3772389590740204	0.0004122498503420502	-0.01916690543293953
214	0.37378421425819397	0.00040963420178741217	-0.009563872590661049
215	0.3703620731830597	0.0004070575232617557	-0.00048163486644625664
216	0.366973340511322	0.0004045183304697275	0.003123364644125104
217	0.36361655592918396	0.0004020140622742474	-0.0008935319492593408
218	0.36029261350631714	0.00039954212843440473	-0.011310131289064884
219	0.357000470161438	0.00039710081182420254	-0.02429640293121338
220	0.35374030470848083	0.0003946892684325576	-0.0348297655582428
221	0.35051295161247253	0.00039230744005180895	-0.03944260999560356
222	0.3473178446292877	0.0003899554430972785	-0.03717730939388275
223	0.34415403008461	0.00038763307384215295	-0.02989666908979416
224	0.341021865606308	0.0003853389935102314	-0.0212794728577137
225	0.3379213511943817	0.00038307151407934725	-0.015183198265731335
226	0.33485162258148193	0.00038082824903540313	-0.013537421822547913
227	0.33181291818618774	0.0003786073939409107	-0.016351504251360893
228	0.32880476117134094	0.00037640787195414305	-0.021362507715821266
229	0.3258267045021057	0.00037422962486743927	-0.025705162435770035
230	0.32287880778312683	0.00037207340938039124	-0.02677740901708603
231	0.3199613094329834	0.00036994024412706494	-0.023984679952263832
232	0.31707337498664856	0.00036783114774152637	-0.018301991745829582
233	0.3142152726650238	0.00036574670230038464	-0.012230560183525085
234	0.31138646602630615	0.00036368679138831794	-0.0080556096509099
235	0.30858686566352844	0.00036165115307085216	-0.0073821390978991985
236	0.3058162331581116	0.0003596393216867	-0.010124600492417812
237	0.3030744791030884	0.0003576513263396919	-0.014653021469712257
238	0.3003610670566559	0.0003556875162757933	-0.01889359951019287
239	0.2976764142513275	0.00035374864819459617	-0.02115323394536972
240	0.29501956701278687	0.0003518353623803705	-0.020818857476115227
241	0.2923910617828369	0.00034994815359823406	-0.01854870095849037
242	0.2897898256778717	0.0003480869345366955	-0.01584562659263611
243	0.2872163951396942	0.000346251210430637	-0.01433081366121769
244	0.2846700847148895	0.00034444002085365355	-0.014828428626060486
245	0.28215083479881287	0.0003426526964176446	-0.017172668129205704
246	0.2796582579612732	0.0003408885095268488	-0.020255211740732193
247	0.2771928012371063	0.0003391470527276397	-0.02266726642847061
248	0.2747536301612854	0.00033742820960469544	-0.02351699024438858
249	0.2723405957221985	0.00033573192195035517	-0.02252022735774517
250	0.2699539363384247	0.0003340579860378057	-0.020274382084608078
251	0.26759275794029236	0.0003324059071019292	-0.01785518042743206
252	0.26525676250457764	0.00033077504485845566	-0.016354350373148918
253	0.262946754693985	0.0003291647299192846	-0.016268109902739525
254	0.26066190004348755	0.0003275743802078068	-0.017310360446572304
255	0.25840163230895996	0.000326003588270396	-0.018819142132997513
256	0.2561662197113037	0.0003244522958993912	-0.019746681675314903
257	0.2539551556110382	0.00032292050309479237	-0.019595369696617126
258	0.2517692446708679	0.00032140835537575185	-0.018389010801911354
259	0.24960647523403168	0.00031991585274226964	-0.016713539138436317
260	0.24746786057949066	0.0003184426168445498	-0.01534472219645977
261	0.2453528344631195	0.00031698864768259227	-0.014791923575103283
262	0.2432611733675003	0.0003155535669066012	-0.015155677683651447
263	0.24119316041469574	0.00031413702527061105	-0.016191987320780754
264	0.23914790153503418	0.0003127390518784523	-0.01725762151181698
265	0.23712503910064697	0.0003113595594186336	-0.017867978662252426
266	0.2351250946521759	0.0003099986060988158	-0.01774200052022934
267	0.23314779996871948	0.00030865613371133804	-0.016951780766248703
268	0.231192484498024	0.0003073320258408785	-0.016046173870563507
269	0.22925901412963867	0.00030602599144913256	-0.015463139861822128
270	0.22734759747982025	0.0003047376230824739	-0.015599904581904411
271	0.22545722126960754	0.00030346662970259786	-0.01623496226966381
272	0.2235887199640274	0.00030221272027119994	-0.017071139067411423
273	0.22174112498760223	0.0003009755746461451	-0.017679724842309952
274	0.21991416811943054	0.000299755105515942	-0.017855333164334297
275	0.218108132481575	0.0002985511382576078	-0.017492417246103287
276	0.21632280945777893	0.00029736332362517715	-0.016925277188420296
277	0.21455779671669006	0.00029619154520332813	-0.016300493851304054
278	0.2128123641014099	0.00029503536643460393	-0.016072873026132584
279	0.21108733117580414	0.00029389443807303905	-0.01628265716135502
280	0.20938150584697723	0.0002927684399764985	-0.016682177782058716
281	0.20769570767879486	0.0002916571975219995	-0.0171144288033247
282	0.20602887868881226	0.00029056056519038975	-0.017265478149056435
283	0.20438092947006226	0.0002894782810471952	-0.017010478302836418
284	0.2027522474527359	0.00028841025778092444	-0.016457054764032364
285	0.20114201307296753	0.00028735637897625566	-0.015874315053224564
286	0.1995503306388855	0.00028631638269871473	-0.015534549951553345
287	0.1979769468307495	0.0002852899197023362	-0.015499008819460869
288	0.1964213103055954	0.0002842769608832896	-0.015698544681072235
289	0.1948845088481903	0.00028327718609943986	-0.016015738248825073
290	0.19336465001106262	0.00028229053714312613	-0.016103308647871017
291	0.1918623298406601	0.00028131678118370473	-0.01602720469236374
292	0.19037730991840363	0.0002803559764288366	-0.01573675312101841
293	0.18890957534313202	0.0002794077736325562	-0.015440642833709717
294	0.1874585896730423	0.00027847211458720267	-0.015194544568657875
295	0.18602454662322998	0.00027754867915064096	-0.015211877413094044
296	0.18460702896118164	0.0002766372635960579	-0.015390192158520222
297	0.1832054704427719	0.00027573766419664025	-0.01556473784148693
298	0.1818206012248993	0.0002748497063294053	-0.015684882178902626
299	0.18045175075531006	0.00027397327357903123	-0.01569335162639618
300	0.17909805476665497	0.0002731081040110439	-0.01552917156368494
301	0.17776034772396088	0.00027225405210629106	-0.015367170795798302
302	0.1764383465051651	0.0002714109141379595	-0.015196697786450386
303	0.17513129115104675	0.00027057851548306644	-0.015084323473274708
304	0.17383973300457	0.00026975656510330737	-0.015120645985007286
305	0.17256268858909607	0.0002689448883756995	-0.015147009864449501
306	0.1713004857301712	0.0002681433688849211	-0.015128182247281075
307	0.17005270719528198	0.0002673517446964979	-0.015101060271263123
308	0.1688196063041687	0.0002665699284989387	-0.014999400824308395
309	0.16760024428367615	0.0002657977456692606	-0.014822767116129398
310	0.16639555990695953	0.00026503505068831146	-0.01467464305460453
311	0.1652042120695114	0.0002642815816216171	-0.014544665813446045
312	0.16402706503868103	0.00026353730936534703	-0.01443293783813715
313	0.16286301612854004	0.0002628019719850272	-0.01438988745212555
314	0.16171230375766754	0.0002620754821691662	-0.014416350051760674
315	0.16057509183883667	0.00026135763619095087	-0.014437786303460598
316	0.1594506800174713	0.0002606483467388898	-0.014347866177558899
317	0.15833938121795654	0.0002599473809823394	-0.014306601136922836
318	0.15724079310894012	0.00025925468071363866	-0.014242824167013168
319	0.1561545729637146	0.0002585701004136354	-0.01410653255879879
320	0.15508072078227997	0.00025789340725168586	-0.014054562896490097
321	0.1540193259716034	0.00025722451391629875	-0.014040615409612656
322	0.15297016501426697	0.0002565632457844913	-0.01397017017006874
323	0.15193253755569458	0.00025590937002561986	-0.013950860127806664
324	0.1509069949388504	0.00025526288663968444	-0.01392856054008007
325	0.1498928666114807	0.0002546235918998718	-0.013894266448915005
326	0.14889031648635864	0.00025399128207936883	-0.013843235559761524
327	0.14789903163909912	0.0002533658698666841	-0.013745310716331005
328	0.14691920578479767	0.00025274723884649575	-0.013676974922418594
329	0.14595022797584534	0.0002521352143958211	-0.013543222099542618
330	0.14499256014823914	0.0002515296800993383	-0.01346968486905098
331	0.1440449357032776	0.00025093049043789506	-0.01334727369248867
332	0.1431082934141159	0.00025033747078850865	-0.013319418765604496
333	0.1421821117401123	0.00024975056294351816	-0.013309002853929996
334	0.14126627147197723	0.0002491696213837713	-0.013293475843966007
335	0.1403607875108719	0.00024859452969394624	-0.013234726153314114
336	0.1394651234149933	0.0002480251423548907	-0.013084901496767998
337	0.13857939839363098	0.0002474613720551133	-0.013028722256422043
338	0.1377037763595581	0.0002469030732754618	-0.012897574342787266
339	0.13683760166168213	0.0002463502169121057	-0.012747437693178654
340	0.1359812468290329	0.00024580262834206223	-0.012726236134767532
341	0.13513360917568207	0.0002452601329423487	-0.012744735926389694
342	0.13429637253284454	0.0002447226725053042	-0.012760374695062637
343	0.13346737623214722	0.0002441901306156069	-0.012736774981021881
344	0.13264761865139008	0.00024366240540985018	-0.012668885290622711
345	0.13183684647083282	0.00024313940957654268	-0.012487486936151981
346	0.1310349404811859	0.00024262108490802348	-0.012330371886491776
347	0.13024172186851501	0.00024210722767747939	-0.012266527861356735
348	0.12945742905139923	0.00024159776512533426	-0.012286595068871975
349	0.1286810338497162	0.0002410926390439272	-0.012273134663701057
350	0.1279129534959793	0.00024059161660261452	-0.01224181056022644
351	0.12715351581573486	0.00024009475600905716	-0.012140459381043911
352	0.12640191614627838	0.0002396019408479333	-0.012029098346829414
353	0.12565818428993225	0.00023911302560009062	-0.011962482705712318
354	0.12492245435714722	0.0002386279811616987	-0.011846465058624744
355	0.12419454753398895	0.0002381465892540291	-0.011840137653052807
356	0.12347433716058731	0.00023766892263665795	-0.011810021474957466
357	0.12276141345500946	0.00023719477758277208	-0.011755960062146187
358	0.12205643951892853	0.00023672418319620192	-0.011589711531996727
359	0.12135837227106094	0.00023625690664630383	-0.011452697217464447
360	0.12066798657178879	0.0002357929915888235	-0.011519361287355423
361	0.11998433619737625	0.00023533229250460863	-0.011458861641585827
362	0.11930776387453079	0.00023487472208216786	-0.011395497247576714
363	0.11863831430673599	0.00023442025121767074	-0.011331960558891296
364	0.1179756447672844	0.00023396883625537157	-0.011255012825131416
365	0.11731984466314316	0.0002335203462280333	-0.011157290078699589
366	0.11667047441005707	0.0002330746647203341	-0.011050039902329445
367	0.11602786928415298	0.00023263177718035877	-0.011017857119441032
368	0.11539170145988464	0.00023219161084853113	-0.011073590256273746
369	0.11476189643144608	0.00023175409296527505	-0.010981328785419464
370	0.11413846164941788	0.00023131916532292962	-0.010852170176804066
371	0.11352097988128662	0.00023088674061000347	-0.010718162171542645
372	0.11291004717350006	0.00023045683337841183	-0.010665200650691986
373	0.11230476945638657	0.00023002926900517195	-0.01062071230262518
374	0.11170551925897598	0.00022960404749028385	-0.010599954053759575
375	0.11111220717430115	0.00022918108152225614	-0.010539612732827663
376	0.11052457243204117	0.00022876034199725837	-0.010443766601383686
377	0.10994292795658112	0.00022834177070762962	-0.01038597896695137
378	0.10936646908521652	0.00022792522213421762	-0.010358873754739761
379	0.10879581421613693	0.0002275107690365985	-0.010257463902235031
380	0.10823063552379608	0.00022709825134370476	-0.010227998718619347
381	0.10767092555761337	0.00022668771271128207	-0.010115590877830982
382	0.10711627453565598	0.00022627906582783908	-0.010069478303194046
383	0.10656706988811493	0.00022587225248571485	-0.01000150851905346
384	0.10602299124002457	0.00022546719992533326	-0.0099406773224473
385	0.10548388957977295	0.00022506387904286385	-0.009830610826611519
386	0.10494975000619888	0.0002246622316306457	-0.009852119721472263
387	0.10442084819078445	0.00022426224313676357	-0.009779409505426884
388	0.10389649868011475	0.0002238638699054718	-0.009697345085442066
389	0.10337728261947632	0.00022346701007336378	-0.00965283066034317
390	0.10286252945661545	0.0002230716636404395	-0.00959766749292612
391	0.10235261917114258	0.00022267780150286853	-0.009531007148325443
392	0.10184714198112488	0.00022228540910873562	-0.009425006806850433
393	0.10134650766849518	0.00022189438459463418	-0.00936309527605772
394	0.10085024684667587	0.00022150471340864897	-0.009258673526346684
395	0.10035829991102219	0.0002211163518950343	-0.009273391216993332
396	0.0998707115650177	0.00022072925639804453	-0.009256687015295029
397	0.09938754141330719	0.00022034339781384915	-0.00925193540751934
398	0.09890840947628021	0.0002199587761424482	-0.009121947921812534
399	0.09843364357948303	0.00021957533317618072	-0.008995605632662773
400	0.09796296805143356	0.00021919305436313152	-0.008851708844304085
401	0.09749652445316315	0.0002188118960475549	-0.008832079358398914
402	0.09703359752893448	0.00021843180002178997	-0.008833318017423153
403	0.09657510370016098	0.00021805275173392147	-0.008837380446493626
404	0.09612015634775162	0.00021767473663203418	-0.008815900422632694
405	0.09566918760538101	0.0002172976965084672	-0.008699594996869564
406	0.09522196650505066	0.00021692166046705097	-0.008601853623986244
407	0.09477878361940384	0.00021654658485203981	-0.008519773371517658
408	0.09433900564908981	0.00021617242600768805	-0.008453814312815666
409	0.09390286356210709	0.00021579914027824998	-0.008419555611908436
410	0.09347045421600342	0.00021542671311181039	-0.008442197926342487
411	0.09304143488407135	0.00021505512995645404	-0.008355372585356236
412	0.09261633455753326	0.00021468439081218094	-0.0082743801176548
413	0.09219426661729813	0.00021431446657516062	-0.008219308219850063
414	0.09177561849355698	0.00021394529903773218	-0.008114021271467209
415	0.09136030077934265	0.0002135769318556413	-0.008019323460757732
416	0.09094852954149246	0.00021320929226931185	-0.00802322756499052
417	0.09053963422775269	0.00021284236572682858	-0.007978258654475212
418	0.09013434499502182	0.0002124761522281915	-0.00800436269491911
419	0.08973204344511032	0.00021211063722148538	-0.007885359227657318
420	0.08933287858963013	0.000211745806154795	-0.007802557200193405
421	0.08893687278032303	0.00021138167358003557	-0.00774021539837122
422	0.08854382485151291	0.00021101810852997005	-0.007773669436573982
423	0.08815401047468185	0.00021065521286800504	-0.007705984637141228
424	0.08776705712080002	0.00021029292838647962	-0.007557302713394165
425	0.08738283067941666	0.00020993128418922424	-0.0075139570981264114
426	0.08700170367956161	0.0002095701638609171	-0.0074481600895524025
427	0.08662371337413788	0.00020920962560921907	-0.00743827736005187
428	0.08624802529811859	0.00020884969853796065	-0.007445128634572029
429	0.0858752503991127	0.0002084902225760743	-0.007427725475281477
430	0.08550549298524857	0.00020813135779462755	-0.0073526520282030106
431	0.08513830602169037	0.00020777298777829856	-0.007254009135067463
432	0.08477356284856796	0.0002074151998385787	-0.007135232910513878
433	0.08441171050071716	0.00020705787756014615	-0.007035260088741779
434	0.08405275642871857	0.0002067010645987466	-0.007071062456816435
435	0.08369604498147964	0.00020634470274671912	-0.007076818495988846
436	0.08334194868803024	0.0002059888356598094	-0.007091031409800053
437	0.08299021422863007	0.00020563341968227178	-0.007006377913057804
438	0.08264131098985672	0.00020527851302176714	-0.006840387359261513
439	0.08229441940784454	0.00020492405747063458	-0.006741192191839218
440	0.08195039629936218	0.00020457009668461978	-0.0067122457548975945
441	0.08160862326622009	0.00020421652880031615	-0.006761512719094753
442	0.08126908540725708	0.0002038634120253846	-0.0067743705585598946
443	0.08093177527189255	0.00020351071725599468	-0.006713315844535828
444	0.08059713989496231	0.00020315847359597683	-0.006589637603610754
445	0.08026468753814697	0.00020280668104533106	-0.006474011577665806
446	0.07993432134389877	0.00020245528139639646	-0.006430193316191435
447	0.07960640639066696	0.00020210430375300348	-0.006421966478228569
448	0.07928051054477692	0.00020175370445940644	-0.006491976790130138
449	0.0789567232131958	0.00020140352717135102	-0.006522235460579395
450	0.07863554358482361	0.00020105378644075245	-0.006397339981049299
451	0.07831582427024841	0.00020070443861186504	-0.006158694624900818
452	0.07799878716468811	0.00020035551278851926	-0.006137535907328129
453	0.07768367975950241	0.00020000696531496942	-0.006187917664647102
454	0.07737049460411072	0.0001996587816393003	-0.00620711874216795
455	0.07705952227115631	0.00019931101996917278	-0.006147378124296665
456	0.07675053924322128	0.00019896362209692597	-0.00604793056845665
457	0.07644340395927429	0.00019861663167830557	-0.006030532065778971
458	0.07613807916641235	0.00019827003416139632	-0.0059225549921393394
459	0.075835220515728	0.00019792381499428302	-0.0059166233986616135
460	0.07553372532129288	0.00019757801783271134	-0.005837378092110157
461	0.07523446530103683	0.00019723256991710514	-0.005829972214996815
462	0.07493682950735092	0.00019688748579937965	-0.0058553642593324184
463	0.07464127242565155	0.00019654282368719578	-0.005866874475032091
