Step	Loss	MSE	Entropy
1	770.6092529296875	0.13016554713249207	-2382.83740234375
2	683.2816162109375	0.11741010844707489	-225.85934448242188
3	605.2465209960938	0.10601143538951874	-219.58506774902344
4	535.2244873046875	0.0957835391163826	-215.5823974609375
5	472.18072509765625	0.08657468110322952	-213.92369079589844
6	415.3769836425781	0.07827604562044144	-214.55117797851562
7	364.4783935546875	0.07083772867918015	-216.91209411621094
8	319.50946044921875	0.06426253914833069	-220.28558349609375
9	280.7456970214844	0.05858969688415527	-223.92813110351562
10	248.60499572753906	0.053878746926784515	-227.02484130859375
11	223.5303497314453	0.05019243806600571	-228.57896423339844
12	205.83721923828125	0.04757433384656906	-227.34161376953125
13	195.51820373535156	0.04602096974849701	-221.8382568359375
14	192.02960205078125	0.04545140638947487	-210.4777374267578
15	194.12171936035156	0.04568327218294144	-191.87643432617188
16	199.84475708007812	0.046433769166469574	-165.50648498535156
17	206.85690307617188	0.047364216297864914	-132.4136199951172
18	212.98641967773438	0.048161108046770096	-95.31709289550781
19	216.73948669433594	0.048609618097543716	-57.60724639892578
20	217.48411560058594	0.048620130866765976	-22.127376556396484
21	215.3292999267578	0.04821068421006203	9.319345474243164
22	210.8724822998047	0.047470152378082275	35.82074737548828
23	204.9469757080078	0.04652140662074089	57.03230285644531
24	198.42088317871094	0.04549182578921318	72.93485260009766
25	192.0560760498047	0.04449259489774704	83.70828247070312
26	186.4220428466797	0.04360604286193848	89.6796646118164
27	181.85890197753906	0.04288027063012123	91.3020248413086
28	178.48133850097656	0.04232977703213692	89.1347427368164
29	176.21339416503906	0.04194071143865585	83.81333923339844
30	174.84222412109375	0.04167898744344711	76.0093994140625
31	174.078125	0.04149921238422394	66.38510131835938
32	173.6095733642578	0.04135296866297722	55.553062438964844
33	173.14614868164062	0.041195206344127655	44.049232482910156
34	172.4475860595703	0.0409885048866272	32.32166290283203
35	171.3386993408203	0.04070534184575081	20.733129501342773
36	169.71356201171875	0.04032864794135094	9.57308292388916
37	167.53175354003906	0.03985127434134483	-0.92631995677948
38	164.80923461914062	0.03927461802959442	-10.572893142700195
39	161.60614013671875	0.03860683739185333	-19.198970794677734
40	158.012451171875	0.0378606915473938	-26.648788452148438
41	154.1328125	0.037051357328891754	-32.77058029174805
42	150.07080078125	0.03619404137134552	-37.41328811645508
43	145.9136199951172	0.03530171513557434	-40.43003845214844
44	141.71868896484375	0.03438304737210274	-41.688106536865234
45	137.50341796875	0.033440832048654556	-41.0860481262207
46	133.24063110351562	0.0324711799621582	-38.57706069946289
47	128.86114501953125	0.031463801860809326	-34.194091796875
48	124.26483154296875	0.030403533950448036	-28.070384979248047
49	119.33832550048828	0.029272882267832756	-20.445329666137695
50	113.97628784179688	0.02805509604513645	-11.651947021484375
51	108.10159301757812	0.026737209409475327	-2.087491512298584
52	101.68018341064453	0.025312241166830063	7.822845935821533
53	94.72830200195312	0.023780478164553642	17.660240173339844
54	87.3126220703125	0.022149665281176567	27.03680419921875
55	79.54454040527344	0.020434603095054626	35.60538864135742
56	71.5721435546875	0.018656471744179726	43.05115509033203
57	63.57172775268555	0.01684245653450489	49.0633544921875
58	55.73991394042969	0.015025777742266655	53.28568649291992
59	48.2846565246582	0.013245969079434872	55.245365142822266
60	41.40924835205078	0.011548149399459362	54.26974868774414
61	35.28303527832031	0.00997976679354906	49.4564094543457
62	30.00102424621582	0.008584128692746162	39.82585144042969
63	25.556489944458008	0.007392848376184702	24.783130645751953
64	21.865093231201172	0.006422187201678753	4.795811653137207
65	18.84934425354004	0.005676595494151115	-18.20262908935547
66	16.522808074951172	0.0051547326147556305	-41.103981018066406
67	14.991110801696777	0.00484906230121851	-60.346004486083984
68	14.344995498657227	0.004735920112580061	-72.62686157226562
69	14.505730628967285	0.004762851167470217	-75.59707641601562
70	15.13904857635498	0.004846374038606882	-68.51315307617188
71	15.723179817199707	0.004888294264674187	-52.50959396362305
72	15.749863624572754	0.004805934615433216	-30.362051010131836
73	14.942586898803711	0.0045612105168402195	-5.828555107116699
74	13.358855247497559	0.004171701148152351	17.241323471069336
75	11.324849128723145	0.0036976218689233065	35.60627746582031
76	9.257568359375	0.0032131134066730738	46.96055221557617
77	7.477788925170898	0.0027769554872065783	50.11825942993164
78	6.106967926025391	0.002416384406387806	45.25813674926758
79	5.091565132141113	0.002130277920514345	34.07050704956055
80	4.317079067230225	0.0019058730686083436	19.440156936645508
81	3.7146096229553223	0.0017343424260616302	4.612687587738037
82	3.287297487258911	0.0016145368572324514	-7.698390960693359
83	3.065040111541748	0.0015464284224435687	-15.811168670654297
